,address,lat,lng,food_500,convenience_500,hospital_500,sports_500,tour_500,restroom_500,culture_500,dong,s_dong,population,population_day,pop_of_convenience,pop_of_restroom,pop_of_sports,pop_of_tour,pop_of_food,pop_of_culture,pop_of_hospital
430,대한민국 서울특별시 강남구 대치동 975-20,37.50070717050717,127.06205866456486,258,25,74,56,0,4,1,강남,대치동,862.82873,28.76095,0.8692341525575477,0.13907746440920762,1.9470845017289067,0.0,8.970496454393892,0.034769366102301906,2.572933091570341
431,대한민국 서울특별시 강남구 논현로94길 27,37.50296558555027,127.03843812520408,789,59,123,64,63,8,1,역삼,역삼동,1170.121,39.00403,1.5126642041860803,0.20510701073709564,1.6408560858967651,1.615217709554628,20.228678933946057,0.025638376342136955,3.153520290082845
432,대한민국 서울특별시 강남구 일원동 685,37.49053299255259,127.08187069125024,142,11,43,30,2,4,0,강남,일원동,400.22973,13.34099,0.824526515648389,0.2998278238721414,2.248708679041061,0.1499139119360707,10.64388774746102,0.0,3.2231491066255202
433,대한민국 서울특별시 강남구 수서동 733-4,37.48926308645852,127.0979820442452,103,10,41,10,0,2,0,수서,수서동,164.57392,5.4858,1.822888184038791,0.3645776368077582,1.822888184038791,0.0,18.77574829559955,0.0,7.473841554559043
434,대한민국 서울특별시 강남구 도곡동 932-1,37.48730327740579,127.03771750415584,155,15,81,28,0,22,0,강남,도곡동,474.15568,15.80519,0.9490553419478033,1.3919478348567782,1.7715699716358995,0.0,9.8069052001273,0.0,5.124898846518137
435,대한민국 서울특별시 강남구 율현동 262-2,37.471699606225634,127.10709807686192,63,9,14,3,0,2,0,강남,세곡동,326.2406,10.87469,0.8276097985321881,0.18391328856270847,0.2758699328440627,0.0,5.793268589725317,0.0,1.2873930199389592
436,대한민국 서울특별시 강남구 선릉로63길 9,37.49733616395256,127.05136888036058,206,26,141,47,1,3,1,역삼,역삼동,1170.121,39.00403,0.6665977848955608,0.07691512902641086,1.205003688080437,0.025638376342136955,5.281505526480212,0.025638376342136955,3.6150110642413105
437,대한민국 서울특별시 강남구 봉은사로109길 66-1,37.51914988950787,127.06410900667302,27,7,7,7,1,3,0,강남,삼성동,583.99537,19.46651,0.3595919350720802,0.1541108293166058,0.3595919350720802,0.0513702764388686,1.3869974638494522,0.0,0.3595919350720802
438,대한민국 서울특별시 강남구 봉은사로,37.5091448288518,127.04581051886632,307,28,64,34,12,4,3,삼성,삼성동,583.99537,19.46651,1.4383677402883208,0.2054811057554744,1.7465893989215324,0.6164433172664232,15.77067486673266,0.1541108293166058,3.2876976920875904
439,대한민국 서울특별시 강남구 일원동 580-1,37.49667259414172,127.0799145380534,36,10,9,12,1,8,0,일원,일원동,400.22973,13.34099,0.7495695596803535,0.5996556477442828,0.8994834716164243,0.07495695596803535,2.698450414849273,0.0,0.6746126037123182
440,대한민국 서울특별시 강남구 개포동 1164-6,37.472655366308686,127.05195424728596,52,8,9,8,0,1,1,개포,개포동,407.63892,13.58797,0.5887560835062191,0.07359451043827739,0.5887560835062191,0.0,3.826914542790424,0.07359451043827739,0.6623505939444965
441,대한민국 서울특별시 강남구 일원동 734,37.481568733854026,127.08137009992512,13,5,18,8,0,6,1,일원,일원동,400.22973,13.34099,0.3747847798401768,0.44974173580821214,0.5996556477442828,0.0,0.9744404275844597,0.07495695596803535,1.3492252074246365
442,대한민국 서울특별시 청담동 45번지 강남세무서 지상7층 강남구 서울특별시 KR,37.51863035205324,127.04695048855449,151,22,113,45,5,7,0,청담,청담동,308.09127,10.26971,2.14222212701235,0.6816161313221113,4.381817987070716,0.48686866523007954,14.703433689948401,0.0,11.003231834199797
443,대한민국 서울특별시 강남구 논현로128길 24,37.51380559695944,127.0330959609052,420,32,91,54,9,8,4,논현,논현동,644.65914,21.48864,1.4891589230402669,0.3722897307600667,2.51295568263045,0.41882594710507504,19.545210864903503,0.18614486538003336,4.234795687395759
444,대한민국 서울특별시 논현동 56-16번지 강남구 서울특별시 KR,37.51252393902043,127.02553566609429,382,34,95,34,5,8,5,강남,논현동,644.65914,21.48864,1.5822313557302836,0.3722897307600667,1.5822313557302836,0.2326810817250417,17.776834643793187,0.2326810817250417,4.420940552775792
445,대한민국 서울특별시 강남구 삼성로63길 11-3,37.49966561438541,127.05928154985848,252,30,94,59,1,2,1,강남,대치동,862.82873,28.76095,1.043080983069057,0.06953873220460381,2.0513926000358125,0.034769366102301906,8.76188025778008,0.034769366102301906,3.268320413616379
446,대한민국 서울특별시 강남구 일원동 740,37.494397551834815,127.0923940312036,1,1,5,1,0,2,0,일원,일원동,400.22973,13.34099,0.07495695596803535,0.1499139119360707,0.07495695596803535,0.0,0.07495695596803535,0.0,0.3747847798401768
447,대한민국 서울특별시 강남구 신사동 651-27,37.52270005259568,127.0360524597066,879,29,186,42,1,6,6,신사,신사동,264.60904,8.8203,3.2878700270965844,0.6802489711234312,4.761742797864018,0.11337482852057187,99.65647426958267,0.6802489711234312,21.08771810482637
448,대한민국 서울특별시 강남구 언주로129길 17,37.5137626181289,127.0338453000883,411,28,89,58,8,8,2,강남,논현동,644.65914,21.48864,1.3030140576602336,0.3722897307600667,2.6991005480104837,0.3722897307600667,19.126384917798426,0.09307243269001668,4.1417232547057425
449,대한민국 서울특별시 강남구 학동로 426,37.51766815238926,127.04772951881274,124,22,103,44,4,6,0,강남,삼성동,583.99537,19.46651,1.1301460816551092,0.3082216586332116,2.2602921633102184,0.2054811057554744,6.3699142784197065,0.0,5.291138473203466
450,대한민국 서울특별시 개포동 1231-20번지 201호 강남구 서울특별시 KR,37.47804779481029,127.04734230316244,153,13,46,25,2,12,0,개포,개포동,407.63892,13.58797,0.956728635697606,0.8831341252593287,1.8398627609569347,0.14718902087655478,11.25996009705644,0.0,3.38534748016076
451,대한민국 서울특별시 강남구 도곡로 239,37.493912670763216,127.04472366542346,167,22,70,33,3,6,0,역삼,역삼동,1170.121,39.00403,0.564044279527013,0.15383025805282172,0.8460664192905195,0.07691512902641086,4.281608849136871,0.0,1.7946863439495868
452,대한민국 서울특별시 강남구 자곡로 36,37.467810608454045,127.0953104956175,19,4,13,5,0,0,0,세곡,세곡동,326.2406,10.87469,0.36782657712541694,0.0,0.4597832214067712,0.0,1.7471762413457304,0.0,1.195436375657605
453,대한민국 서울특별시 강남구 도곡동 465-3,37.48413047102897,127.04861639108223,189,15,41,19,0,4,1,강남,도곡동,474.15568,15.80519,0.9490553419478033,0.2530814245194142,1.2021367664672173,0.0,11.958097308542321,0.06327035612985354,2.5940846013239955
454,대한민국 서울특별시 강남구 논현동 57-23,37.51333585079536,127.02680244958827,357,38,84,47,10,5,5,강남,논현동,644.65914,21.48864,1.768376221110317,0.2326810817250417,2.187202168215392,0.4653621634500834,16.613429235167978,0.2326810817250417,3.9090421729807003
455,대한민국 서울특별시 강남구 압구정동 434,37.52899115385059,127.02421261890188,102,7,142,10,1,6,0,압구,압구정동,311.07504,10.36917,0.6750781402947391,0.5786384059669192,0.9643973432781987,0.09643973432781987,9.836852901437627,0.0,13.694442274550422
456,대한민국 서울특별시 강남구 역삼동 829-7,37.49473844489041,127.03304396175643,651,44,126,68,12,17,1,역삼,역삼동,1170.121,39.00403,1.128088559054026,0.43585239781632823,1.743409591265313,0.30766051610564343,16.690582998731156,0.025638376342136955,3.230435419109256
457,대한민국 서울특별시 강남구 자곡동 649,37.47372929503192,127.10337482499362,61,10,14,1,0,2,0,강남,세곡동,326.2406,10.87469,0.9195664428135424,0.18391328856270847,0.09195664428135424,0.0,5.6093553011626085,0.0,1.2873930199389592
458,대한민국 서울특별시 강남구 테헤란로78길 14-11,37.5050059685541,127.05471494985044,729,47,113,64,14,7,1,대치,대치동,862.82873,28.76095,1.6341602068081895,0.24338556271611334,2.225239430547322,0.48677112543222667,25.34686788857809,0.034769366102301906,3.928938369560115
459,대한민국 서울특별시 신논현역,37.50502495623524,127.0261001197617,518,30,171,25,19,21,1,논현,논현동,644.65914,21.48864,1.3960864903502501,0.9772605432451751,1.1634054086252086,0.8841881105551584,24.10576006671432,0.04653621634500834,7.957692994996426
460,대한민국 서울특별시 강남구 강남대로94길 73,37.50075885169526,127.0332325654684,823,55,199,74,28,12,2,역삼,역삼동,1170.121,39.00403,1.4101106988175325,0.30766051610564343,1.8972398493181346,0.7178745375798347,21.100383729578713,0.05127675268427391,5.102036892085254
461,대한민국 서울특별시 수서역KT수서지점,37.488948804604206,127.09980693718164,132,11,53,19,0,4,0,강남,수서동,164.57392,5.4858,2.0051770024426703,0.7291552736155164,3.4634875496737028,0.0,24.06212402931204,0.0,9.661307375405592
462,대한민국 서울특별시 강남구 일원동 산26-5,37.48691704329851,127.07800323800312,21,4,30,8,0,3,1,일원,일원동,400.22973,13.34099,0.2998278238721414,0.22487086790410607,0.5996556477442828,0.0,1.5740960753287425,0.07495695596803535,2.248708679041061
463,대한민국 서울특별시 강남구 일원동 712,37.49297137487686,127.08886257161784,62,7,22,9,3,4,0,일원,일원동,400.22973,13.34099,0.5246986917762475,0.2998278238721414,0.6746126037123182,0.22487086790410607,4.647331270018192,0.0,1.649053031296778
464,대한민국 서울특별시 강남구 논현1동 논현로113길 15,37.50818761689716,127.03188859844744,517,44,85,55,19,5,3,논현,논현동,644.65914,21.48864,2.0475935191803667,0.2326810817250417,2.5594918989754585,0.8841881105551584,24.05922385036931,0.139608649035025,3.9555783893257086
465,대한민국 서울특별시 강남구 역삼동 641-15,37.50220880117913,127.03554343322251,718,55,130,68,53,11,1,강남,역삼동,1170.121,39.00403,1.4101106988175325,0.2820221397635065,1.743409591265313,1.3588339461332586,18.40835421365433,0.025638376342136955,3.332988924477804
466,대한민국 서울특별시 강남구 수서동 601-1,37.48313034085417,127.0919765110814,17,4,8,5,0,4,0,수서,수서동,164.57392,5.4858,0.7291552736155164,0.7291552736155164,0.9114440920193955,0.0,3.0989099128659445,0.0,1.4583105472310327
467,대한민국 서울특별시 강남구 압구정동 435,37.52893403043538,127.0259820269723,198,14,253,33,3,8,0,압구,압구정동,311.07504,10.36917,1.3501562805894782,0.7715178746225589,3.182511232818056,0.2893192029834596,19.095067396908334,0.0,24.399252784938426
468,대한민국 서울특별시 강남구 율현동 149,37.46902019795513,127.11493226728012,11,1,0,1,0,2,0,율현,세곡동,326.2406,10.87469,0.09195664428135424,0.18391328856270847,0.09195664428135424,0.0,1.0115230870948966,0.0,0.0
469,대한민국 서울특별시 강남구 역삼동 716,37.50199028275975,127.04923912692728,608,47,198,68,7,3,3,역삼,역삼동,1170.121,39.00403,1.205003688080437,0.07691512902641086,1.743409591265313,0.17946863439495866,15.588132816019268,0.07691512902641086,5.076398515743117
470,대한민국 서울특별시 강남구 개포동 1280,37.48102216378682,127.06363068603552,47,3,25,12,2,3,0,개포,개포동,407.63892,13.58797,0.22078353131483217,0.22078353131483217,0.8831341252593287,0.14718902087655478,3.4589419905990373,0.0,1.8398627609569347
471,"1F Chungdam-, 111-3 청담동 강남구 서울특별시 대한민국",37.52718365523311,127.04993270994878,263,13,67,34,7,2,2,청담,청담동,308.09127,10.26971,1.2658585295982068,0.1947474660920318,3.310706923564541,0.6816161313221113,25.609291791102184,0.1947474660920318,6.524040114083066
472,대한민국 서울특별시 현대아파트,37.48239237877807,127.05236241763438,35,8,14,10,0,6,0,강남,개포동,407.63892,13.58797,0.5887560835062191,0.44156706262966433,0.7359451043827738,0.0,2.5758078653397085,0.0,1.0303231461358835
473,대한민국 서울특별시 대치동 977-13번지 4층 탐스코빌딩 강남구 서울특별시 KR,37.500793283745445,127.06393520059592,217,22,67,49,0,3,2,대치,대치동,862.82873,28.76095,0.7649260542506419,0.10430809830690571,1.7036989390127932,0.0,7.544952444199513,0.06953873220460381,2.329547528854228
474,대한민국 서울특별시 강남구 양재대로53길 18,37.491759952336,127.08738577728644,117,10,24,14,3,5,0,일원,일원동,400.22973,13.34099,0.7495695596803535,0.3747847798401768,1.049397383552495,0.22487086790410607,8.769963848260137,0.0,1.7989669432328486
475,대한민국 서울특별시 강남구 대치동 928-27,37.49964696226225,127.05765524211492,338,35,93,51,1,2,0,강남,대치동,862.82873,28.76095,1.2169278135805666,0.06953873220460381,1.7732376712173972,0.034769366102301906,11.752045742578044,0.0,3.233551047514077
476,대한민국 서울특별시 강남구 압구정동 515-1,37.5281375667636,127.04104570013972,652,19,186,34,4,5,3,강남,압구정동,311.07504,10.36917,1.8323549522285776,0.48219867163909935,3.2789509671458754,0.38575893731127947,62.87870678173856,0.2893192029834596,17.937790584974497
477,대한민국 서울특별시 강남구 개포동 660-12,37.47889668841566,127.05974487954556,33,4,24,10,2,3,0,개포,개포동,407.63892,13.58797,0.29437804175310955,0.22078353131483217,0.7359451043827738,0.14718902087655478,2.428618844463154,0.0,1.7662682505186573
478,대한민국 서울특별시 강남구 역삼동 626-9,37.50432922585351,127.03187522424044,520,40,115,48,27,6,0,강남,역삼동,1170.121,39.00403,1.0255350536854781,0.15383025805282172,1.2306420644225737,0.6922361612376977,13.331955697911216,0.0,2.9484132793457496
479,대한민국 서울특별시 강남구 도곡2동 467-3,37.48853030852068,127.05098135215144,71,10,44,14,0,3,1,강남,도곡동,474.15568,15.80519,0.6327035612985354,0.18981106838956066,0.8857849858179497,0.0,4.492195285219602,0.06327035612985354,2.7838956697135564
480,대한민국 서울특별시 강남구 대치동 957,37.505332496672665,127.05769967271743,666,45,114,50,15,10,1,강남,대치동,862.82873,28.76095,1.5646214746035858,0.347693661023019,1.7384683051150953,0.5215404915345285,23.15639782413307,0.034769366102301906,3.963707735662417
481,대한민국 서울특별시 강남구 도곡동 21번지,37.491803179023606,127.05133796353978,64,15,72,16,0,2,0,강남,도곡동,474.15568,15.80519,0.9490553419478033,0.1265407122597071,1.0123256980776567,0.0,4.049302792310627,0.0,4.555465641349455
482,대한민국 서울특별시 강남구 세곡동 산9-2,37.46627036523569,127.11048431956448,17,0,2,2,0,3,0,강남,세곡동,326.2406,10.87469,0.0,0.2758699328440627,0.18391328856270847,0.0,1.563262952783022,0.0,0.18391328856270847
483,대한민국 서울특별시 강남구 수서동 746,37.4849930046714,127.0867898982274,22,6,27,6,0,3,1,수서,수서동,164.57392,5.4858,1.0937329104232747,0.5468664552116373,1.0937329104232747,0.0,4.0103540048853406,0.1822888184038791,4.921798096904736
484,대한민국 서울특별시 강남구 선릉로82길 40-4,37.503121423343615,127.05348778440695,624,45,140,62,17,6,2,대치,대치동,862.82873,28.76095,1.5646214746035858,0.20861619661381142,2.1557006983427183,0.5910792237391324,21.696084447836387,0.06953873220460381,4.867711254322266
485,대한민국 서울특별시 강남구 봉은사로44길 39,37.50676011554183,127.04149872918308,561,42,52,35,23,4,2,강남,역삼동,1170.121,39.00403,1.076811806369752,0.10255350536854782,0.8973431719747934,0.5896826558691499,14.383129127938831,0.05127675268427391,1.3331955697911215
486,대한민국 서울특별시 강남구 역삼동 740-14,37.49751370367591,127.03529130658676,840,56,156,87,18,11,4,강남,역삼동,1170.121,39.00403,1.4357490751596693,0.2820221397635065,2.230538741765915,0.4614907741584652,21.53623612739504,0.10255350536854782,3.999586709373365
487,대한민국 서울특별시 강남구 개포동 651-1,37.48489260955549,127.0578508935126,59,5,21,10,0,6,0,강남,개포동,407.63892,13.58797,0.3679725521913869,0.44156706262966433,0.7359451043827738,0.0,4.342076115858366,0.0,1.545484719203825
488,대한민국 서울특별시 강남구 수서동 743-3,37.48549942767796,127.09224236562564,20,4,8,5,0,3,0,강남,수서동,164.57392,5.4858,0.7291552736155164,0.5468664552116373,0.9114440920193955,0.0,3.645776368077582,0.0,1.4583105472310327
489,대한민국 서울특별시 강남구 대치동 894-5,37.50432516109832,127.05628915482156,664,46,103,54,14,7,1,강남,대치동,862.82873,28.76095,1.5993908407058877,0.24338556271611334,1.8775457695243027,0.48677112543222667,23.086859091928464,0.034769366102301906,3.581244708537096
490,대한민국 서울특별시 강남구 도곡동 933,37.48770032484424,127.0383223858046,168,17,88,34,0,14,1,도곡,도곡동,474.15568,15.80519,1.0755960542075103,0.8857849858179497,2.1511921084150205,0.0,10.629419829815395,0.06327035612985354,5.567791339427113
491,대한민국 서울특별시 강남구 논현로41길 19,37.48606692877802,127.03931888276676,168,12,79,24,0,18,1,도곡,도곡동,474.15568,15.80519,0.7592442735582426,1.1388664103373638,1.5184885471164853,0.0,10.629419829815395,0.06327035612985354,4.998358134258431
492,대한민국 서울특별시 강남구 역삼2동 720-7,37.50223322425119,127.042647364647,587,50,74,48,51,4,1,역삼,역삼동,1170.121,39.00403,1.2819188171068476,0.10255350536854782,1.2306420644225737,1.3075571934489847,15.049726912834391,0.025638376342136955,1.8972398493181346
493,대한민국 서울특별시 강남구 논현동 38,37.5149483518575,127.02802454277962,335,33,93,49,18,7,5,논현,논현동,644.65914,21.48864,1.5356951393852751,0.3257535144150584,2.2802746009054085,0.8376518942101501,15.589632475577794,0.2326810817250417,4.327868120085776
494,대한민국 서울특별시 강남구 논현동 32-14,37.5168746318469,127.02757767234054,463,33,115,34,21,7,5,논현,논현동,644.65914,21.48864,1.5356951393852751,0.3257535144150584,1.5822313557302836,0.9772605432451751,21.546268167738862,0.2326810817250417,5.351664879675959
495,대한민국 서울특별시 강남구 테헤란로37길 15,37.50307059714012,127.04056620177226,638,59,100,59,57,7,1,역삼,역삼동,1170.121,39.00403,1.5126642041860803,0.17946863439495866,1.5126642041860803,1.4613874515018064,16.357284106283377,0.025638376342136955,2.5638376342136953
496,대한민국 서울특별시 강남구 언주로 832,37.524502430064494,127.03336658476483,912,35,389,63,5,8,6,신사,신사동,264.60904,8.8203,3.9681189982200156,0.906998628164575,7.1426141967960275,0.5668741426028593,103.39784361076154,0.6802489711234312,44.10280829450246
497,대한민국 서울특별시 강남구 대치동 27-14,37.49988440851092,127.0731818790042,18,7,9,7,0,7,0,대치,대치동,862.82873,28.76095,0.24338556271611334,0.24338556271611334,0.24338556271611334,0.0,0.6258485898414343,0.0,0.31292429492071716
498,대한민국 서울특별시 강남구 일원동 704-5,37.49067574749434,127.0779865400022,96,14,74,26,0,8,0,일원,일원동,400.22973,13.34099,1.049397383552495,0.5996556477442828,1.9488808551689194,0.0,7.195867772931394,0.0,5.546814741634616
499,대한민국 서울특별시 강남구 청담동 70-5,37.52110652743048,127.05507287733116,155,18,45,29,8,4,0,청담,청담동,308.09127,10.26971,1.7527271948282863,0.3894949321840636,2.8238382583344612,0.7789898643681272,15.092928622132465,0.0,4.381817987070716
500,대한민국 서울특별시 강남구 세곡동 516-15,37.46250990446832,127.1077087320536,22,1,9,6,0,2,0,세곡,세곡동,326.2406,10.87469,0.09195664428135424,0.18391328856270847,0.5517398656881254,0.0,2.023046174189793,0.0,0.8276097985321881
501,대한민국 서울특별시 강남구 도곡동 938-10,37.4876127588956,127.03612034654893,200,17,84,34,0,25,0,도곡,도곡동,474.15568,15.80519,1.0755960542075103,1.5817589032463388,2.1511921084150205,0.0,12.65407122597071,0.0,5.314709914907698
502,대한민국 서울특별시 강남구 압구정로 165,37.52745516800873,127.027479910991,304,19,418,40,9,5,4,압구,압구정동,311.07504,10.36917,1.8323549522285776,0.48219867163909935,3.857589373112795,0.8679576089503789,29.31767923565724,0.38575893731127947,40.31180894902871
503,대한민국 서울특별시 강남구 압구정로 127,37.5255252359116,127.0227098711019,369,17,266,39,11,7,3,강남,압구정동,311.07504,10.36917,1.6394754835729377,0.6750781402947391,3.7611496387849748,1.0608370776060185,35.58626196696553,0.2893192029834596,25.652969331200087
504,대한민국 서울특별시 대치동 905-19번지 1층 강남구 서울특별시 KR,37.50206601868755,127.05504306845393,619,44,96,63,10,6,0,대치,대치동,862.82873,28.76095,1.5298521085012837,0.20861619661381142,2.19047006444502,0.347693661023019,21.52223761732488,0.0,3.3378591458209828
505,대한민국 서울특별시 역삼동 683-6번지 청원프레지던트 205호 강남구 서울특별시 KR,37.50787971618889,127.04434502056957,457,34,89,38,10,5,3,역삼,역삼동,1170.121,39.00403,0.8717047956326565,0.12819188171068477,0.9742583010012043,0.25638376342136954,11.716737988356588,0.07691512902641086,2.2818154944501887
506,대한민국 서울특별시 강남구 역삼동 786-4,37.49401158050252,127.04387906932612,230,27,74,45,3,7,0,역삼,역삼동,1170.121,39.00403,0.6922361612376977,0.17946863439495866,1.153726935396163,0.07691512902641086,5.896826558691499,0.0,1.8972398493181346
507,대한민국 서울특별시 강남구 개포동 산72-4,37.48191028450472,127.06850782353035,1,1,6,0,1,1,0,개포,개포동,407.63892,13.58797,0.07359451043827739,0.07359451043827739,0.0,0.07359451043827739,0.07359451043827739,0.0,0.44156706262966433
508,대한민국 서울특별시 강남구 도곡로 306,37.49408179435438,127.04763829757644,91,20,71,27,0,4,0,도곡,도곡동,474.15568,15.80519,1.2654071225970709,0.2530814245194142,1.708299615506046,0.0,5.757602407816673,0.0,4.492195285219602
509,대한민국 서울특별시 강남구 역삼동 679,37.50199924257982,127.03651757303122,717,61,129,70,59,10,1,역삼,역삼동,1170.121,39.00403,1.5639409568703542,0.25638376342136954,1.7946863439495868,1.5126642041860803,18.382715837312194,0.025638376342136955,3.307350548135667
510,대한민국 서울특별시 강남구 일원동 740,37.494550923976014,127.09247203298722,1,0,0,1,0,2,0,일원,일원동,400.22973,13.34099,0.0,0.1499139119360707,0.07495695596803535,0.0,0.07495695596803535,0.0,0.0
511,대한민국 서울특별시 강남구 수서동 361-25,37.49387747542744,127.0974829987236,2,1,3,0,0,0,0,수서,수서동,164.57392,5.4858,0.1822888184038791,0.0,0.0,0.0,0.3645776368077582,0.0,0.5468664552116373
512,대한민국 서울특별시 강남구 역삼동 653-4,37.5077308939484,127.03819354082636,541,45,81,48,7,6,0,강남,역삼동,1170.121,39.00403,1.153726935396163,0.15383025805282172,1.2306420644225737,0.17946863439495866,13.870361601096091,0.0,2.076708483713093
513,대한민국 서울특별시 강남구 논현동 98-12,37.5202435756339,127.03641881504907,629,26,148,39,3,6,4,논현,논현동,644.65914,21.48864,1.2099416249702168,0.27921729807005,1.8149124374553252,0.139608649035025,29.271280081010246,0.18614486538003336,6.8873600190612345
514,대한민국 서울특별시 강남구 수서동 산8-1,37.482863177771904,127.0913474315259,14,3,8,5,0,4,0,수서,수서동,164.57392,5.4858,0.5468664552116373,0.7291552736155164,0.9114440920193955,0.0,2.552043457654307,0.0,1.4583105472310327
515,대한민국 서울특별시 강남구 압구정로61길 36,37.52874239837639,127.0452338519877,188,7,71,16,3,3,1,강남,청담동,308.09127,10.26971,0.6816161313221113,0.29212119913804774,1.5579797287362545,0.29212119913804774,18.30626181265099,0.0973737330460159,6.913535046267129
516,대한민국 서울특별시 강남구 역삼동 658-19,37.50664001846685,127.0364826187694,652,41,89,61,17,6,0,강남,역삼동,1170.121,39.00403,1.051173430027615,0.15383025805282172,1.5639409568703542,0.43585239781632823,16.716221375073292,0.0,2.2818154944501887
517,대한민국 서울특별시 강남구 압구정로 127,37.525763711901504,127.02333385239196,365,15,295,43,10,8,4,강남,압구정동,311.07504,10.36917,1.446596014917298,0.7715178746225589,4.146908576096254,0.9643973432781987,35.20050302965425,0.38575893731127947,28.44972162670686
518,대한민국 서울특별시 강남구 봉은사로18길 34,37.504192178453735,127.02931797880504,555,38,156,25,23,13,1,역삼,역삼동,1170.121,39.00403,0.9742583010012043,0.3332988924477804,0.6409594085534238,0.5896826558691499,14.229298869886009,0.025638376342136955,3.999586709373365
519,대한민국 서울특별시 강남구 헌릉로569길 46-1,37.46736503805698,127.09643630200888,38,3,20,4,0,0,0,세곡,세곡동,326.2406,10.87469,0.2758699328440627,0.0,0.36782657712541694,0.0,3.4943524826914607,0.0,1.8391328856270848
520,대한민국 서울특별시 삼성2동 한국토지주택공사앞,37.51264143268787,127.04291425748508,307,31,118,42,12,5,2,강남,논현동,644.65914,21.48864,1.4426227066952586,0.2326810817250417,1.9545210864903502,0.5584345961401,14.28661841791756,0.09307243269001668,5.491273528710984
521,대한민국 서울특별시 강남구 삼성동 29,37.514378902816034,127.04540746566168,253,27,119,47,13,7,3,삼성,삼성동,583.99537,19.46651,1.3869974638494522,0.3595919350720802,2.4144029926268242,0.6678135937052918,12.996679939033756,0.1541108293166058,6.1130628962253635
522,대한민국 서울특별시 강남구 강남대로94길 66,37.50059603108757,127.03249211970132,889,60,271,62,26,13,1,역삼,역삼동,1170.121,39.00403,1.5383025805282171,0.3332988924477804,1.589579333212491,0.6665977848955608,22.79251656815975,0.025638376342136955,6.947999988719114
523,대한민국 서울특별시 강남구 율현동 301,37.47231761290169,127.10402011676211,59,10,14,2,0,3,0,율현,세곡동,326.2406,10.87469,0.9195664428135424,0.2758699328440627,0.18391328856270847,0.0,5.4254420125999,0.0,1.2873930199389592
524,대한민국 서울특별시 강남구 수서동 797,37.48070498094013,127.09473054991382,10,2,4,2,0,1,0,수서,수서동,164.57392,5.4858,0.3645776368077582,0.1822888184038791,0.3645776368077582,0.0,1.822888184038791,0.0,0.7291552736155164
525,대한민국 서울특별시 강남구 대치동 514-2,37.49520649856672,127.0721144283702,25,14,38,13,1,8,0,대치,대치동,862.82873,28.76095,0.48677112543222667,0.27815492881841525,0.45200175932992476,0.034769366102301906,0.8692341525575477,0.0,1.3212359118874724
526,대한민국 서울특별시 강남구 개포동 177,37.48867753577466,127.06008856585689,15,2,20,4,0,5,0,개포,개포동,407.63892,13.58797,0.14718902087655478,0.3679725521913869,0.29437804175310955,0.0,1.1039176565741609,0.0,1.4718902087655477
527,대한민국 서울특별시 강남구 일원동 703-3,37.4873299281084,127.0757092148596,10,5,9,1,0,4,0,일원,일원동,400.22973,13.34099,0.3747847798401768,0.2998278238721414,0.07495695596803535,0.0,0.7495695596803535,0.0,0.6746126037123182
528,대한민국 서울특별시 강남구 도곡동 527-3,37.49366707991479,127.05189143397637,86,15,84,12,0,4,0,강남,도곡동,474.15568,15.80519,0.9490553419478033,0.2530814245194142,0.7592442735582426,0.0,5.441250627167405,0.0,5.314709914907698
529,대한민국 서울특별시 강남구 논현동 105-8,37.51881544188069,127.03607776197713,544,24,147,42,3,7,2,강남,논현동,644.65914,21.48864,1.1168691922802,0.3257535144150584,1.9545210864903502,0.139608649035025,25.315701691684538,0.09307243269001668,6.840823802716226
530,대한민국 서울특별시 삼성의료원,37.488202744394734,127.084029047327,123,10,75,20,1,2,1,강남,일원동,400.22973,13.34099,0.7495695596803535,0.1499139119360707,1.499139119360707,0.07495695596803535,9.219705584068349,0.07495695596803535,5.621771697602652
531,대한민국 서울특별시 강남구 개포동 1185-6,37.47412852114418,127.05145572692292,88,11,13,11,1,1,1,강남,개포동,407.63892,13.58797,0.8095396148210513,0.07359451043827739,0.8095396148210513,0.07359451043827739,6.47631691856841,0.07359451043827739,0.956728635697606
532,대한민국 서울특별시 강남구 역삼동 707-41,37.50273010875478,127.0473865990609,617,44,186,69,17,5,3,강남,역삼동,1170.121,39.00403,1.128088559054026,0.12819188171068477,1.7690479676074498,0.43585239781632823,15.8188782030985,0.07691512902641086,4.768737999637473
533,대한민국 서울특별시 강남구 논현동 언주로 721,37.51830745168028,127.03443557499116,549,24,101,35,10,4,1,논현,논현동,644.65914,21.48864,1.1168691922802,0.18614486538003336,1.6287675720752919,0.4653621634500834,25.54838277340958,0.04653621634500834,4.700157850845843
534,대한민국 서울특별시 강남구 청담동 104-18,37.52856602485205,127.04846104876124,184,8,53,21,5,4,1,청담,청담동,308.09127,10.26971,0.7789898643681272,0.3894949321840636,2.044848393966334,0.48686866523007954,17.916766880466927,0.0973737330460159,5.160807851438843
535,대한민국 서울특별시 강남구 율현동 산36,37.47116093422104,127.10341705300674,59,10,14,2,0,1,0,율현,세곡동,326.2406,10.87469,0.9195664428135424,0.09195664428135424,0.18391328856270847,0.0,5.4254420125999,0.0,1.2873930199389592
